Master_Joint_Numbers,Target_Joint_Numbers,Match_Type,Confidence,Master_Total_Length,Target_Total_Length,Length_Difference,Master_Start_Distance,Target_Start_Distance,Is_Split,Is_Merge
468,3680,1-to-1,0.774,11.242,11.63,0.388,7179.1,5504.12,False,False
473,3690,1-to-1,0.674,12.056,12.66,0.604,7239.08,5515.75,False,False
474,3700,1-to-1,0.964,12.324,12.39,0.066,7251.136,5528.41,False,False
475,3710,1-to-1,0.876,11.35,11.14,0.21,7263.46,5540.8,False,False
480,3720,1-to-1,0.665,10.756,11.31,0.554,7316.966,5551.94,False,False
481,"3730,3740",1-to-2,0.656,18.164,17.38,0.784,7327.722,5563.25,True,False
482,"3750,3760",1-to-2,0.868,18.224,18.0,0.224,7345.886,5580.63,True,False
507,3770,1-to-1,0.961,8.798,8.85,0.052,7703.214,5598.63,False,False
"515,516",3780,2-to-1,0.704,18.74,18.06,0.68,7789.542,5607.48,False,True
532,3790,1-to-1,0.891,16.874,16.6,0.274,8048.518,5625.54,False,False
536,3800,1-to-1,0.991,18.036,18.06,0.024,8104.82,5642.14,False,False
537,3810,1-to-1,0.843,17.6,18.02,0.42,8122.856,5660.2,False,False
547,3820,1-to-1,0.895,16.094,16.35,0.256,8298.232,5678.22,False,False
549,3830,1-to-1,0.903,18.212,17.95,0.262,8327.204,5694.57,False,False
550,3840,1-to-1,0.988,18.022,17.99,0.032,8345.416,5712.52,False,False
551,3850,1-to-1,0.891,18.196,17.9,0.296,8363.438,5730.51,False,False
552,3860,1-to-1,0.979,18.202,18.26,0.058,8381.634,5748.41,False,False
553,3870,1-to-1,0.928,17.866,18.06,0.194,8399.836,5766.67,False,False
554,3880,1-to-1,0.961,18.014,17.91,0.104,8417.702,5784.73,False,False
555,3890,1-to-1,0.984,17.998,18.04,0.042,8435.716,5802.64,False,False
556,3900,1-to-1,0.954,18.144,18.02,0.124,8453.714,5820.68,False,False
"580,581",3910,2-to-1,0.642,18.182,17.36,0.822,8558.796,5838.7,False,True
582,3920,1-to-1,0.933,18.142,17.96,0.182,8576.978,5856.06,False,False
583,3930,1-to-1,0.971,18.108,18.03,0.078,8595.12,5874.02,False,False
584,3940,1-to-1,0.954,18.124,18.0,0.124,8613.228,5892.05,False,False
585,3950,1-to-1,0.984,18.012,17.97,0.042,8631.352,5910.05,False,False
588,3960,1-to-1,0.969,18.124,18.04,0.084,8679.654,5928.02,False,False
589,3970,1-to-1,0.689,18.19,17.36,0.83,8697.778,5946.06,False,False
590,3980,1-to-1,0.926,18.19,17.99,0.2,8715.968,5963.42,False,False
591,3990,1-to-1,0.926,18.19,17.99,0.2,8734.158,5981.41,False,False
592,4000,1-to-1,0.915,18.19,17.96,0.23,8752.348,5999.4,False,False
593,4010,1-to-1,0.928,18.184,17.99,0.194,8770.538,6017.36,False,False
594,4020,1-to-1,0.898,18.136,17.86,0.276,8788.722,6035.35,False,False
595,4030,1-to-1,0.945,18.21,18.06,0.15,8806.858,6053.21,False,False
596,4040,1-to-1,0.999,18.056,18.06,0.004,8825.068,6071.27,False,False
597,4050,1-to-1,0.973,18.114,18.04,0.074,8843.124,6089.33,False,False
598,4060,1-to-1,0.958,18.002,17.89,0.112,8861.238,6107.37,False,False
599,4070,1-to-1,0.89,18.198,17.9,0.298,8879.24,6125.26,False,False
600,4080,1-to-1,0.985,18.01,18.05,0.04,8897.438,6143.16,False,False
601,4090,1-to-1,0.954,18.186,18.06,0.126,8915.448,6161.21,False,False
603,4100,1-to-1,0.963,18.05,17.95,0.1,8947.08,6179.27,False,False
604,4110,1-to-1,0.984,18.082,18.04,0.042,8965.13,6197.22,False,False
605,4120,1-to-1,0.951,18.182,18.05,0.132,8983.212,6215.26,False,False
609,4130,1-to-1,0.953,18.208,18.08,0.128,9041.744,6233.31,False,False
610,4140,1-to-1,0.946,18.198,18.05,0.148,9059.952,6251.39,False,False
611,4150,1-to-1,0.897,18.218,17.94,0.278,9078.15,6269.44,False,False
613,4160,1-to-1,0.612,18.178,17.15,1.028,9110.77,6287.38,False,False
614,4170,1-to-1,0.987,18.104,18.07,0.034,9128.948,6304.53,False,False
"637,638",4180,2-to-1,0.89,14.826,14.96,0.134,9272.098,6322.6,False,True
639,4190,1-to-1,0.986,18.092,18.13,0.038,9286.924,6337.56,False,False
724,4200,1-to-1,0.777,11.228,11.61,0.382,10753.3,6355.69,False,False
727,4210,1-to-1,0.82,13.276,13.64,0.364,10789.052,6367.3,False,False
732,4220,1-to-1,0.957,18.206,18.09,0.116,10852.168,6380.94,False,False
735,4230,1-to-1,0.978,18.19,18.13,0.06,10892.766,6399.03,False,False
738,4240,1-to-1,0.893,18.23,17.94,0.29,10931.908,6417.16,False,False
739,4250,1-to-1,0.793,18.206,17.65,0.556,10950.138,6435.1,False,False
740,4260,1-to-1,0.953,18.078,17.95,0.128,10968.344,6452.75,False,False
741,4270,1-to-1,0.954,18.226,18.1,0.126,10986.422,6470.7,False,False
791,4280,1-to-1,0.909,14.558,14.36,0.198,11791.872,6488.8,False,False
792,4290,1-to-1,0.664,13.356,12.7,0.656,11806.43,6503.16,False,False
793,4300,1-to-1,0.876,18.196,17.86,0.336,11819.786,6515.86,False,False
794,4310,1-to-1,0.917,18.206,17.98,0.226,11837.982,6533.72,False,False
795,4320,1-to-1,0.993,18.148,18.13,0.018,11856.188,6551.7,False,False
796,4330,1-to-1,0.97,18.192,18.11,0.082,11874.336,6569.83,False,False
797,4340,1-to-1,0.938,18.22,18.05,0.17,11892.528,6587.94,False,False
798,4350,1-to-1,0.998,18.076,18.07,0.006,11910.748,6605.99,False,False
799,4360,1-to-1,0.941,18.05,17.89,0.16,11928.824,6624.06,False,False
800,4370,1-to-1,0.969,18.204,18.12,0.084,11946.874,6641.95,False,False
823,4380,1-to-1,0.826,13.456,13.11,0.346,12336.296,6660.07,False,False
828,4390,1-to-1,0.844,12.776,12.48,0.296,12407.524,6673.18,False,False
856,4400,1-to-1,0.917,13.162,13.0,0.162,12894.886,6685.66,False,False
865,"4410,4420",1-to-2,0.863,18.104,17.87,0.234,13009.264,6698.66,True,False
927,4430,1-to-1,0.999,10.752,10.75,0.002,14082.25,6716.53,False,False
928,4440,1-to-1,0.965,11.692,11.63,0.062,14093.002,6727.28,False,False
933,4450,1-to-1,0.824,11.828,11.52,0.308,14148.968,6738.91,False,False
939,"4460,4470",1-to-2,0.929,18.222,18.28,0.058,14224.52,6750.43,True,False
945,4480,1-to-1,0.992,18.072,18.05,0.022,14318.598,6768.71,False,False
946,4490,1-to-1,0.994,18.024,18.04,0.016,14336.67,6786.76,False,False
947,4500,1-to-1,0.917,17.798,18.02,0.222,14354.694,6804.8,False,False
"949,950,951",4510,3-to-1,0.886,18.052,18.09,0.038,14388.642,6822.82,False,True
