insp_guid,ili_id,iliyr,joint_number,feature_number,cluster_number,feature_ type,distance ,joint_length,,dist_to_us,dist_to_gs,length,wideth,depth,wall_surface,estimated_repair_factor,burst_pressure,wall_thickness,od_restriction,latitude,longitude,elevation
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2600,,,Joint,4397.561,0.743,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2600,1333,,Anchor,4397.593,0.743,,0.032,0.711,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2610,,,Joint,4398.304,0.278,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2610,1334,,T-Piece,4398.459,0.278,,0.155,0.123,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2620,,,Joint,4398.582,0.802,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2620,1335,,Flange,4398.711,0.802,,0.129,0.673,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2620,1336,,Ball Valve,4398.98,0.802,,0.398,0.404,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2620,1337,,Flange,4399.262,0.802,,0.68,0.122,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2630,,,Joint,4399.384,1.396,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2640,,,Joint,4400.78,2.992,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2640,1338,,Bend,4402.616,2.992,,1.836,1.156,1586,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2640,1339,,Anchor,4403.44,2.992,,2.66,0.332,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2650,,,Joint,4403.772,3.342,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2650,1340,,Bend,4405.696,3.342,,1.924,1.418,2380,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2650,1341,,Tap,4406.522,3.342,,2.751,0.592,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2650,1342,,Tap,4406.529,3.342,,2.757,0.585,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2660,,,Joint,4407.114,0.818,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2660,1343,,Flange,4407.231,0.818,,0.117,0.701,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2660,1344,,Ball Valve,4407.508,0.818,,0.394,0.423,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2660,1345,,Flange,4407.794,0.818,,0.68,0.137,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2670,,,Joint,4407.932,0.276,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2670,1346,,T-Piece,4408.063,0.276,,0.131,0.145,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2680,,,Joint,4408.208,0.75,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2680,1347,,Anchor,4408.55,0.75,,0.342,0.408,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2690,,,Joint,4408.958,0.25,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2690,1348,,Flange,4409.086,0.25,,0.128,0.122,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2700,,,Joint,4409.208,0.594,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2700,1349,,Tap,4409.459,0.594,,0.251,0.343,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2710,,,Joint,4409.802,4.07,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2710,1350,,Anchor,4410.038,4.07,,0.236,3.834,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2710,1351,,Bend,4412.388,4.07,,2.586,1.484,2156,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2720,,,Joint,4413.872,4.08,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2720,1352,,Bend,4416.498,4.08,,2.626,1.454,2092,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2730,,,Joint,4417.952,0.985,,,,,,,,,,7.11,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2740,,,Joint,4418.937,12.497,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2740,1353,,Wall Thickness Down,4418.946,12.497,,0.009,12.488,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2750,,,Joint,4431.434,19.644,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2760,,,Joint,4451.078,19.622,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2770,,,Joint,4470.7,19.62,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2780,,,Joint,4490.32,19.63,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2790,,,Joint,4509.95,19.614,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2800,,,Joint,4529.564,19.64,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2810,,,Joint,4549.204,19.648,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2810,1354,,Mill Defect,4560.705,19.648,,11.501,8.147,24,47,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2820,,,Joint,4568.852,19.742,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2830,,,Joint,4588.594,19.6,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2840,,,Joint,4608.194,19.63,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2850,,,Joint,4627.824,19.76,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2860,,,Joint,4647.584,19.756,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2870,,,Joint,4667.34,19.782,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2880,,,Joint,4687.122,19.528,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2890,,,Joint,4706.65,19.632,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2900,,,Joint,4726.282,19.712,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2900,1355,,Metal Loss,4745.697,19.712,,19.415,0.297,24,12,0.1,External,0.415,23933,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2900,1356,,Metal Loss,4745.718,19.712,,19.436,0.276,10,20,0.1,External,0.41,24226,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2900,1357,,Metal Loss,4745.778,19.712,,19.496,0.216,20,16,0.1,External,0.413,24026,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2910,,,Joint,4745.994,16.51,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2920,,,Joint,4762.504,19.77,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2930,,,Joint,4782.274,19.606,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2940,,,Joint,4801.88,19.734,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2950,,,Joint,4821.614,19.754,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2950,1358,,Mill Defect,4833.042,19.754,,11.428,8.326,36,55,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2960,,,Joint,4841.368,19.158,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2970,,,Joint,4860.526,19.732,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2980,,,Joint,4880.258,19.598,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2990,,,Joint,4899.856,19.64,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,2990,1359,,Mill Defect,4911.375,19.64,,11.519,8.121,28,46,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3000,,,Joint,4919.496,19.611,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3010,,,Joint,4939.107,19.679,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3020,,,Joint,4958.786,19.62,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3030,,,Joint,4978.406,19.612,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3040,,,Joint,4998.018,19.618,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3050,,,Joint,5017.636,19.73,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3060,,,Joint,5037.366,19.536,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3070,,,Joint,5056.902,19.55,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3080,,,Joint,5076.452,19.646,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3090,,,Joint,5096.098,19.694,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3100,,,Joint,5115.792,19.556,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3110,,,Joint,5135.348,19.632,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3120,,,Joint,5154.98,19.756,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3130,,,Joint,5174.736,19.754,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3140,,,Joint,5194.49,19.754,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3150,,,Joint,5214.244,19.628,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3160,,,Joint,5233.872,19.744,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3170,,,Joint,5253.616,19.748,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3180,,,Joint,5273.364,19.77,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3190,,,Joint,5293.134,19.744,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3200,,,Joint,5312.878,19.636,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3210,,,Joint,5332.514,19.778,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3220,,,Joint,5352.292,19.616,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3230,,,Joint,5371.908,19.754,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3240,,,Joint,5391.662,19.756,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3250,,,Joint,5411.418,19.59,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3250,1360,,Mill Defect,5422.723,19.59,,11.305,8.285,30,48,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3260,,,Joint,5431.008,19.622,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3270,,,Joint,5450.63,19.734,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3270,1361,,Mill Defect,5459.644,19.734,,9.014,10.72,24,16,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3280,,,Joint,5470.364,19.63,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3290,,,Joint,5489.994,19.76,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3300,,,Joint,5509.754,19.602,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3300,1362,,Metal Loss,5529.074,19.602,,19.32,0.282,32,21,0.12,External,0.42,23629,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3300,1363,,Metal Loss,5529.076,19.602,,19.322,0.28,32,21,0.13,External,0.421,23567,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3310,,,Joint,5529.356,19.734,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3320,,,Joint,5549.09,19.636,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3330,,,Joint,5568.726,19.714,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3340,,,Joint,5588.44,19.606,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3350,,,Joint,5608.046,19.644,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3360,,,Joint,5627.69,19.722,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3370,,,Joint,5647.412,19.604,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3380,,,Joint,5667.016,19.746,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3390,,,Joint,5686.762,19.65,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3400,,,Joint,5706.412,19.234,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3410,,,Joint,5725.646,19.758,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3420,,,Joint,5745.404,17.092,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3430,,,Joint,5762.496,16.568,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3440,,,Joint,5779.064,17.108,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3450,,,Joint,5796.172,17.09,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3460,,,Joint,5813.262,17.092,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3470,,,Joint,5830.354,8.918,,,,,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3470,1364,,Bend,5834.143,8.918,,3.789,5.129,3514,,,,,,4.78,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3480,,,Joint,5839.272,10.202,,,,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3480,1365,,Wall Thickness Up,5839.272,10.202,,0,10.202,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3490,,,Joint,5849.474,11.02,,,,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3500,,,Joint,5860.494,2.148,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3500,1366,,Wall Thickness Down,5860.494,2.148,,0,2.148,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3510,,,Joint,5862.642,19.332,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3520,,,Joint,5881.974,15.624,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3530,,,Joint,5897.598,19.644,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3540,,,Joint,5917.242,1.526,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,,,Joint,5918.768,17.746,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1367,,Metal Loss,5922.174,17.746,,3.406,14.34,4,6,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1368,,Metal Loss,5922.406,17.746,,3.638,14.108,6,7,0.11,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1369,,Metal Loss,5922.521,17.746,,3.753,13.993,8,6,0.1,Internal,0.494,20085,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1370,,Metal Loss,5922.585,17.746,,3.817,13.929,6,8,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1371,,Metal Loss,5922.689,17.746,,3.921,13.825,6,10,0.15,Internal,0.494,20090,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1372,,Metal Loss,5922.755,17.746,,3.987,13.759,4,6,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1373,,Metal Loss,5922.855,17.746,,4.087,13.659,6,10,0.11,Internal,0.494,20104,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1374,,Metal Loss,5922.893,17.746,,4.125,13.621,6,9,0.15,Internal,0.494,20090,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1375,,Metal Loss,5922.96,17.746,,4.192,13.554,6,6,0.12,Internal,0.494,20101,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1376,,Metal Loss,5923.023,17.746,,4.255,13.491,6,7,0.24,Internal,0.495,20054,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1377,,Metal Loss,5923.098,17.746,,4.33,13.416,6,9,0.15,Internal,0.494,20090,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1378,,Metal Loss,5923.343,17.746,,4.575,13.171,6,6,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1379,,Metal Loss,5923.637,17.746,,4.869,12.877,4,6,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1380,,Metal Loss,5923.66,17.746,,4.892,12.854,4,6,0.12,Internal,0.493,20122,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1381,,Metal Loss,5923.95,17.746,,5.182,12.564,12,7,0.1,Internal,0.496,20024,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1382,,Metal Loss,5924.129,17.746,,5.361,12.385,12,8,0.14,Internal,0.497,19973,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1383,,Metal Loss,5925.575,17.746,,6.807,10.939,8,6,0.11,Internal,0.495,20079,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1384,,Metal Loss,5926.035,17.746,,7.267,10.479,4,6,0.1,Internal,0.493,20125,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3550,1385,,Metal Loss,5927.688,17.746,,8.92,8.826,6,6,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3560,,,Joint,5936.514,19.644,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3570,,,Joint,5956.158,19.568,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3570,1386,,Metal Loss,5957.045,19.568,,0.887,18.681,12,13,0.1,Internal,0.496,20024,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3570,1387,,Metal Loss,5957.119,19.568,,0.961,18.607,16,10,0.14,Internal,0.5,19865,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3580,,,Joint,5975.726,18.004,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3580,1388,,Metal Loss,5977.066,18.004,,1.34,16.664,16,12,0.1,Internal,0.498,19949,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3580,1389,,Metal Loss,5977.108,18.004,,1.382,16.622,10,8,0.12,Internal,0.496,20039,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3580,1390,,Metal Loss,5977.119,18.004,,1.393,16.611,6,8,0.1,Internal,0.494,20108,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3580,1391,,Metal Loss,5977.146,18.004,,1.42,16.584,10,13,0.1,Internal,0.495,20057,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3580,1392,,Metal Loss,5977.174,18.004,,1.448,16.556,12,14,0.1,Internal,0.496,20024,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3580,1393,,Metal Loss,5977.212,18.004,,1.486,16.518,8,9,0.13,Internal,0.495,20067,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3580,1394,,Metal Loss,5977.268,18.004,,1.542,16.462,20,14,0.13,Internal,0.502,19777,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3590,,,Joint,5993.73,19.738,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3590,1395,,Mill Defect,6004.484,19.738,,10.754,8.984,41,59,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3600,,,Joint,6013.468,19.706,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3610,,,Joint,6033.174,19.734,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3620,,,Joint,6052.908,19.548,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3630,,,Joint,6072.456,19.666,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3640,,,Joint,6092.122,19.73,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3650,,,Joint,6111.852,19.622,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3660,,,Joint,6131.474,3.202,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3670,,,Joint,6134.676,18.998,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3680,,,Joint,6153.674,19.504,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3690,,,Joint,6173.178,19.346,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3700,,,Joint,6192.524,19.548,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3710,,,Joint,6212.072,19.714,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3720,,,Joint,6231.786,19.63,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,3720,1396,,Bend,6239.252,19.63,,7.466,12.164,2793,,,,,,3.96,,,,
