insp_guid,ili_id,iliyr,joint_number,feature_number,cluster_number,feature_ type,distance ,joint_length,,dist_to_us,dist_to_gs,length,wideth,depth,wall_surface,estimated_repair_factor,burst_pressure,wall_thickness,od_restriction,latitude,longitude,elevation
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,10,,,Joint,0,0.349,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,10,1,,Ball Valve,0,0.349,,0,0.349,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,10,2,,Flange,0.277,0.349,,0.277,0.072,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,20,,,Joint,0.349,0.737,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,30,,,Joint,1.086,0.292,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,30,3,,T-Piece,1.241,0.292,,0.155,0.137,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,40,,,Joint,1.378,0.299,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,40,4,,T-Piece,1.519,0.299,,0.141,0.158,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,50,,,Joint,1.677,0.581,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,50,5,,Tap,1.944,0.581,,0.267,0.314,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,50,6,,Tap,2.151,0.581,,0.474,0.107,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,60,,,Joint,2.258,0.295,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,60,7,,Flange,2.396,0.295,,0.138,0.156,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,70,,,Joint,2.553,4.401,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,70,8,,Tap,2.908,4.401,,0.355,4.046,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,70,9,,Anchor,2.973,4.401,,0.42,3.981,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,70,10,,Tap,3.343,4.401,,0.79,3.611,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,70,11,,Bend,5.148,4.401,,2.596,1.805,2666,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,80,,,Joint,6.954,0.19,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,80,12,,Anchor,7.039,0.19,,0.085,0.105,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,90,,,Joint,7.144,4.46,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,90,13,,Bend,9.748,4.46,,2.604,1.856,2634,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,100,,,Joint,11.604,0.992,,,,,,,,,,10.97,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,110,,,Joint,12.596,6.902,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,110,14,,Wall Thickness Down,12.596,6.902,,0,6.902,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,110,15,,Bend,16.466,6.902,,3.87,3.032,5240,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,120,,,Joint,19.498,14.54,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,130,,,Joint,34.038,18.227,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,140,,,Joint,52.265,19.015,,,,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,140,16,,Wall Thickness Down,52.31,19.015,,0.045,18.97,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,150,,,Joint,71.28,18.704,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,150,17,,Wall Thickness Up,71.28,18.704,,0,18.704,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,150,18,,Metal Loss,71.326,18.704,,0.046,18.657,4,18,0.14,External,0.308,32273,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,160,,,Joint,89.984,10.008,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,170,,,Joint,99.992,6.762,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,170,19,,Bend,103.766,6.762,,3.774,2.988,4982,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,180,,,Joint,106.754,18.852,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,190,,,Joint,125.606,18.804,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,200,,,Joint,144.41,18.682,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,210,,,Joint,163.092,18.948,,,,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,210,20,,Wall Thickness Down,163.136,18.948,,0.044,18.904,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,210,21,,Wall Thickness Up,182.036,18.948,,18.944,0.004,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,220,,,Joint,182.04,18.618,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,230,,,Joint,200.658,18.764,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,240,,,Joint,219.422,18.938,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,250,,,Joint,238.36,18.926,,,,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,250,22,,Wall Thickness Down,238.4,18.926,,0.04,18.886,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,250,23,,Wall Thickness Up,257.28,18.926,,18.92,0.006,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,260,,,Joint,257.286,16.851,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,260,24,,Bend,272.423,16.851,,15.136,1.715,1424,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,270,,,Joint,274.137,6.798,,,,,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,270,25,,Bend,277.988,6.798,,3.851,2.947,5054,,,,,,6.35,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,280,,,Joint,280.935,8.075,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,280,26,,Wall Thickness Down,280.986,8.075,,0.051,8.024,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,280,27,,Wall Thickness Up,289.002,8.075,,8.067,0.008,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,290,,,Joint,289.01,6.786,,,,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,290,28,,Bend,292.797,6.786,,3.787,2.999,5198,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,300,,,Joint,295.796,19.648,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,300,29,,Wall Thickness Down,295.818,19.648,,0.022,19.626,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,310,,,Joint,315.444,18.32,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,320,,,Joint,333.764,17.724,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,330,,,Joint,351.488,19.712,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,340,,,Joint,371.2,19.729,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,350,,,Joint,390.929,19.717,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,360,,,Joint,410.646,17.74,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,370,,,Joint,428.386,19.724,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,380,,,Joint,448.11,19.604,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,390,,,Joint,467.714,19.74,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,400,,,Joint,487.454,19.55,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,410,,,Joint,507.004,19.694,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,420,,,Joint,526.698,19.682,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,430,,,Joint,546.38,18.25,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,440,,,Joint,564.63,19.726,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,450,,,Joint,584.356,19.682,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,460,,,Joint,604.038,19.734,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,470,,,Joint,623.772,19.682,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,480,,,Joint,643.454,19.318,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,490,,,Joint,662.772,19.344,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,500,,,Joint,682.116,19.588,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,510,,,Joint,701.704,19.688,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,520,,,Joint,721.392,19.696,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,530,,,Joint,741.088,19.706,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,540,,,Joint,760.794,19.534,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,550,,,Joint,780.328,19.702,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,560,,,Joint,800.03,19.558,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,570,,,Joint,819.588,19.64,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,580,,,Joint,839.228,19.596,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,590,,,Joint,858.824,19.714,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,600,,,Joint,878.538,19.63,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,600,30,,Metal Loss,882.076,19.63,,3.538,16.092,10,15,0.11,Internal,0.495,20048,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,600,31,,Metal Loss,892.393,19.63,,13.855,5.775,10,18,0.12,Internal,0.496,20039,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,610,,,Joint,898.168,19.638,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,620,,,Joint,917.806,19.648,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,630,,,Joint,937.454,19.114,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,640,,,Joint,956.568,19.41,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,650,,,Joint,975.978,19.472,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,650,32,,Metal Loss,979.605,19.472,,3.627,15.845,10,20,0.11,External,0.495,20048,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,660,,,Joint,995.45,18.666,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,670,,,Joint,1014.116,19.596,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,680,,,Joint,1033.712,19.476,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,690,,,Joint,1053.188,19.624,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,690,33,,Mill Defect,1060.189,19.624,,7.001,12.623,38,70,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,700,,,Joint,1072.812,19.632,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,710,,,Joint,1092.444,19.668,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,720,,,Joint,1112.112,6.7,,,,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,720,34,,Wall Thickness Up,1112.112,6.7,,0,6.701,,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,720,35,,Bend,1115.909,6.7,,3.797,2.904,5128,,,,,,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,720,36,37,Metal Loss,1117.102,6.7,,4.99,1.71,10,12,0.1,Internal,0.38,26158,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,720,37,,Cluster,1117.111,6.7,,4.999,1.701,27,21,0.16,Internal,0.39,25463,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,720,38,37,Metal Loss,1117.12,6.7,,5.008,1.693,10,17,0.16,Internal,0.38,26101,5.16,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,730,,,Joint,1118.812,19.275,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,730,39,,Wall Thickness Down,1118.828,19.275,,0.016,19.26,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,740,,,Joint,1138.088,19.428,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,750,,,Joint,1157.516,19.492,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,760,,,Joint,1177.008,15.42,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,770,,,Joint,1192.428,19.014,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,780,,,Joint,1211.442,18.612,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,790,,,Joint,1230.054,19.568,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,800,,,Joint,1249.622,19.51,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,810,,,Joint,1269.132,19.496,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,820,,,Joint,1288.628,19.458,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,820,40,,Dent,1296.263,19.458,,7.635,11.823,115,109,,,,,3.96,0.01,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,830,,,Joint,1308.086,19.42,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,840,,,Joint,1327.506,19.574,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,850,,,Joint,1347.08,18.694,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,860,,,Joint,1365.774,19.414,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,870,,,Joint,1385.188,19.674,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,880,,,Joint,1404.862,19.666,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,890,,,Joint,1424.528,19.676,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,900,,,Joint,1444.204,19.668,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,910,,,Joint,1463.872,19.63,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,920,,,Joint,1483.502,12.496,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,930,,,Joint,1495.998,12.806,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,940,,,Joint,1508.804,12.32,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,950,,,Joint,1521.124,12.116,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,960,,,Joint,1533.24,11.752,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,970,,,Joint,1544.992,12.94,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,980,,,Joint,1557.932,11.068,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,990,,,Joint,1569,10.874,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1000,,,Joint,1579.874,19.654,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1010,,,Joint,1599.528,19.512,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1020,,,Joint,1619.04,11.108,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1020,41,,Metal Loss,1627.735,11.108,,8.695,2.413,12,23,0.14,Internal,0.497,19973,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1020,42,,Metal Loss,1627.826,11.108,,8.786,2.322,6,10,0.12,Internal,0.494,20101,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1030,,,Joint,1630.148,19.004,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1030,43,,Metal Loss,1649.071,19.004,,18.923,0.081,22,33,0.19,External,0.509,19498,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1040,,,Joint,1649.152,19.528,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1050,,,Joint,1668.68,19.562,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1060,,,Joint,1688.242,19.532,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1070,,,Joint,1707.774,14.848,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1080,,,Joint,1722.622,15.12,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1090,,,Joint,1737.742,13.276,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1100,,,Joint,1751.018,19.704,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1110,,,Joint,1770.722,19.454,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1120,,,Joint,1790.176,19.388,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1130,,,Joint,1809.564,13.458,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1130,44,,Above Ground Marker,1810.177,13.458,,0.613,12.845,,,,,,,3.96,,54.51894,118.46773,924.7
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1140,,,Joint,1823.022,19.554,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1150,,,Joint,1842.576,14.404,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1160,,,Joint,1856.98,19.596,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1160,45,,Mill Defect,1876.136,19.596,,19.156,0.439,46,48,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1170,,,Joint,1876.576,19.544,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1170,46,,Mill Defect,1877.485,19.544,,0.909,18.635,36,39,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1170,47,,Dent,1895.55,19.544,,18.975,0.57,59,59,,,,,3.96,0.01,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1180,,,Joint,1896.12,19.398,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1190,,,Joint,1915.518,18.982,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1200,,,Joint,1934.5,19.424,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1210,,,Joint,1953.924,13.424,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1220,,,Joint,1967.348,19.392,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1230,,,Joint,1986.74,19.582,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1240,,,Joint,2006.322,19.454,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1250,,,Joint,2025.776,19.424,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1260,,,Joint,2045.2,19.426,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1270,,,Joint,2064.626,19.59,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1280,,,Joint,2084.216,19.446,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1290,,,Joint,2103.662,19.486,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1300,,,Joint,2123.148,19.326,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1310,,,Joint,2142.474,19.43,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1320,,,Joint,2161.904,19.658,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1330,,,Joint,2181.562,18.91,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1340,,,Joint,2200.472,18.252,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1350,,,Joint,2218.724,2.13,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1360,,,Joint,2220.854,18.564,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1370,,,Joint,2239.418,19.502,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1380,,,Joint,2258.92,19.476,,,,,,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1380,48,,Mill Defect,2267.173,19.476,,8.253,11.223,34,15,,,,,3.96,,,,
6ba7b810-9dad-11d1-80b4-00c04fd430c8,ILI-20,2020,1390,,,Joint,2278.396,16.536,,,,,,,,,,3.96,,,,
