insp_guid,ili_id,iliyr,joint_number,feature_number,cluster_number,feature_type,distance,joint_length,dist_to_us,dist_to_gs,length,wideth,depth,wall_surface,estimated_repair_factor,burst_pressure,wall_thickness,od_restriction,latitude,longitude,elevation
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,820,,,,1308.604,18.232,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,830,,,,1326.836,18.224,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,840,,,,1345.06,18.208,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,850,,,,1363.268,18.24,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,860,,,,1381.508,18.23,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,870,,,,1399.738,18.228,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,880,,,,1417.966,18.234,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,890,,,,1436.2,18.226,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,900,,,,1454.426,18.248,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,910,,,,1472.674,18.228,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,920,,,,1490.902,18.222,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,930,,,,1509.124,18.238,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,940,,,,1527.362,18.24,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,950,,,,1545.602,18.242,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,960,,,,1563.844,18.252,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,970,,,,1582.096,18.262,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,980,,,,1600.358,18.23,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,990,,,,1618.588,18.222,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1000,,,,1636.81,18.164,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1010,,,,1654.974,18.262,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1020,,,,1673.236,18.282,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1030,,,,1691.518,18.186,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1040,,,,1709.704,8.258,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1050,,,,1717.962,18.24,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1060,,,,1736.202,18.198,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1070,,,,1754.4,18.206,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1080,,,,1772.606,17.298,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1090,,,,1789.904,18.258,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1100,,,,1808.162,18.228,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1110,,,,1826.39,18.26,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1120,,,,1844.65,18.24,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1130,,,,1862.89,11.292,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1140,,,,1874.182,18.176,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1150,,,,1892.358,18.216,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1160,,,,1910.574,18.258,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1170,,,,1928.832,17.934,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1180,,,,1946.766,18.21,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1190,,,,1964.976,18.208,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1200,,,,1983.184,18.196,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1210,,,,2001.38,18.214,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1220,,,,2019.594,18.194,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1230,,,,2037.788,18.262,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1240,,,,2056.05,18.224,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1250,,,,2074.274,18.24,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1260,,,,2092.514,18.198,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1270,,,,2110.712,18.202,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1280,,,,2128.914,18.19,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1290,,,,2147.104,18.244,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1300,,,,2165.348,18.206,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1310,,,,2183.554,18.204,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1320,,,,2201.758,18.246,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1330,,,,2220.004,18.182,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1340,,,,2238.186,18.224,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1350,,,,2256.41,18.104,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1360,,,,2274.514,18.25,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1370,,,,2292.764,18.234,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1380,,,,2310.998,18.234,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1390,,,,2329.232,18.194,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1400,,,,2347.426,18.18,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1410,,,,2365.606,18.222,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1420,,,,2383.828,18.258,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1430,,,,2402.086,18.196,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1440,,,,2420.282,18.206,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1450,,,,2438.488,18.232,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1460,,,,2456.72,18.198,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1470,,,,2474.918,18.196,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1480,,,,2493.114,18.216,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1490,,,,2511.33,18.202,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1500,,,,2529.532,18.194,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1510,,,,2547.726,18.208,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1520,,,,2565.934,18.24,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1530,,,,2584.174,18.164,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1540,,,,2602.338,18.188,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1550,,,,2620.526,17.764,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1560,,,,2638.29,18.232,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1570,,,,2656.522,18.226,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1580,,,,2674.748,18.23,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1590,,,,2692.978,18.148,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1600,,,,2711.126,18.13,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1610,,,,2729.256,18.182,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1620,,,,2747.438,18.204,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1630,,,,2765.642,18.188,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1640,,,,2783.83,18.214,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1650,,,,2802.044,18.192,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1660,,,,2820.236,18.2,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1670,,,,2838.436,18.166,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1680,,,,2856.602,18.22,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1690,,,,2874.822,18.204,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1700,,,,2893.026,18.174,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1710,,,,2911.2,18.236,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1720,,,,2929.436,18.194,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1730,,,,2947.63,18.18,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1740,,,,2965.81,18.196,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1750,,,,2984.006,18.198,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1760,,,,3002.204,18.176,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1770,,,,3020.38,18.194,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1780,,,,3038.574,18.164,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1790,,,,3056.738,18.204,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1800,,,,3074.942,18.132,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1810,,,,3093.074,18.196,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1820,,,,3111.27,18.188,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1830,,,,3129.458,18.208,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1840,,,,3147.666,18.21,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1850,,,,3165.876,18.202,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1860,,,,3184.078,18.14,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1870,,,,3202.218,18.244,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1880,,,,3220.462,18.194,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1890,,,,3238.656,18.224,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1900,,,,3256.88,17.284,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1910,,,,3274.164,18.144,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1920,,,,3292.308,18.15,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1930,,,,3310.458,18.222,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1940,,,,3328.68,18.212,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1950,,,,3346.892,18.204,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1960,,,,3365.096,18.198,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1970,,,,3383.294,18.072,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1980,,,,3401.366,18.108,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,1990,,,,3419.474,18.204,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2000,,,,3437.678,18.21,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2010,,,,3455.888,18.2,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2020,,,,3474.088,18.226,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2030,,,,3492.314,2.738,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2040,,,,3495.052,18.09,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2050,,,,3513.142,18.184,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2060,,,,3531.326,15.354,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2070,,,,3546.68,15.054,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2080,,,,3561.734,18.198,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2090,,,,3579.932,18.164,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2100,,,,3598.096,18.122,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2110,,,,3616.218,18.118,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2120,,,,3634.336,18.244,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2130,,,,3652.58,18.27,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2140,,,,3670.85,18.21,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2150,,,,3689.06,18.252,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2160,,,,3707.312,18.19,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2170,,,,3725.502,18.132,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2180,,,,3743.634,18.164,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2190,,,,3761.798,18.242,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2200,,,,3780.04,18.226,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2210,,,,3798.266,18.18,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2220,,,,3816.446,18.218,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2230,,,,3834.664,18.178,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2240,,,,3852.842,18.088,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2250,,,,3870.93,18.198,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2260,,,,3889.128,18.198,,,,,,,,,,,,,
236d9489-1f89-49df-ad59-db96715ecd96,ILI-19,2019,2270,,,,3907.326,18.212,,,,,,,,,,,,,
